,Winter,Spring,Summer,Fall,period,rcp,zone
CSIRO-Mk3-6-0,9.438654246098622,18.912151230609417,26.83434556868566,18.861617981936348,1950-2005,rcp45,Contributing Zone
GFDL-ESM2G,9.500150981390126,18.904113953930935,26.838791062277984,18.795656043076104,1950-2005,rcp45,Contributing Zone
GFDL-ESM2M,9.475133868364228,18.897596314756335,26.848172216907265,18.81970509326191,1950-2005,rcp45,Contributing Zone
HadGEM2-CC365,9.397360979081686,18.935584076605004,26.828838879607662,18.894019846431764,1950-2005,rcp45,Contributing Zone
HadGEM2-ES365,9.42749707993991,18.925180110787824,26.81767683859028,18.882136034663187,1950-2005,rcp45,Contributing Zone
inmcm4,9.508985262755107,18.900673929242505,26.81878746070614,18.820037212146552,1950-2005,rcp45,Contributing Zone
IPSL-CM5A-LR,9.441457977551556,18.904854831514193,26.83239226940449,18.866168720058635,1950-2005,rcp45,Contributing Zone
IPSL-CM5A-MR,9.41615973030859,18.90542155960764,26.835580575134237,18.872166990629694,1950-2005,rcp45,Contributing Zone
IPSL-CM5B-LR,9.456430077709612,18.906839914528838,26.825379235819486,18.857069942486074,1950-2005,rcp45,Contributing Zone
MIROC-ESM-CHEM,9.476762145676156,18.9101289932532,26.832940123667154,18.829268786880895,1950-2005,rcp45,Contributing Zone
MIROC-ESM,9.462864300650454,18.905326583130126,26.833134743397057,18.827754020356632,1950-2005,rcp45,Contributing Zone
MIROC5,9.442127456325197,18.901486989230836,26.827756339766104,18.888659000469165,1950-2005,rcp45,Contributing Zone
MRI-CGCM3,9.463674173897394,18.9159251297007,26.824397815811416,18.83604477253474,1950-2005,rcp45,Contributing Zone
NorESM1-M,9.408790668295206,18.898173863351282,26.854702373567513,18.868146366201106,1950-2005,rcp45,Contributing Zone
bcc-csm1-1-m,10.614042824196765,20.20474901186617,28.042223187474928,19.856406412887235,2010-2039,rcp45,Contributing Zone
bcc-csm1-1,10.21756973230067,20.347720312149466,28.62105570393284,19.69290275307865,2010-2039,rcp45,Contributing Zone
BNU-ESM,10.755519528228128,19.879918432375103,28.812774285011542,20.79154829619902,2010-2039,rcp45,Contributing Zone
CanESM2,10.887139283167295,20.385044769813668,28.917862424063628,21.069766377646012,2010-2039,rcp45,Contributing Zone
CCSM4,10.695986272857796,20.426018551663425,28.035995186642307,20.243941705758196,2010-2039,rcp45,Contributing Zone
CNRM-CM5,10.463345657681037,19.770895509910236,27.58659219316045,19.961965503331747,2010-2039,rcp45,Contributing Zone
CSIRO-Mk3-6-0,10.538585299289824,20.197775743999824,28.183568214797607,20.36342867615074,2010-2039,rcp45,Contributing Zone
GFDL-ESM2G,11.246822705120703,20.799695886627525,28.723738314418235,20.379647512825645,2010-2039,rcp45,Contributing Zone
GFDL-ESM2M,9.910472864446586,19.65644877116114,27.89066867986799,19.982475028891866,2010-2039,rcp45,Contributing Zone
HadGEM2-CC365,11.151195493187279,20.162464268552416,28.2123936917563,21.06345395488553,2010-2039,rcp45,Contributing Zone
HadGEM2-ES365,10.42666198534123,20.226667832088104,28.49386665792536,20.673913911839062,2010-2039,rcp45,Contributing Zone
inmcm4,9.889729613252054,19.68768429123651,27.219770377128704,19.463623140877484,2010-2039,rcp45,Contributing Zone
IPSL-CM5A-LR,10.940346341439056,20.597618723536456,28.975668139208537,20.974539053570094,2010-2039,rcp45,Contributing Zone
IPSL-CM5A-MR,11.268920544336911,20.200617034109328,28.4768574079235,20.244666125385248,2010-2039,rcp45,Contributing Zone
IPSL-CM5B-LR,10.595518163251654,19.917076491620797,27.81604402212739,19.96148289484539,2010-2039,rcp45,Contributing Zone
MIROC-ESM-CHEM,10.458196531864646,21.00118394325219,28.77171547273523,20.396360056045804,2010-2039,rcp45,Contributing Zone
MIROC-ESM,10.420101821111153,20.549142016683323,27.734826051752115,19.789755102696212,2010-2039,rcp45,Contributing Zone
MIROC5,10.43209085374277,20.65736167991726,28.486995321887214,20.64367273895481,2010-2039,rcp45,Contributing Zone
MRI-CGCM3,10.259228837606146,19.49860767084706,27.39017707089017,19.188013468286382,2010-2039,rcp45,Contributing Zone
NorESM1-M,9.900085048045964,19.980862217135357,27.977136071315105,20.189853518371976,2010-2039,rcp45,Contributing Zone
bcc-csm1-1-m,11.25608171608036,20.381845002776256,28.368564615478714,20.655927498794192,2040-2069,rcp45,Contributing Zone
bcc-csm1-1,10.78090243092616,20.77411800229221,29.17622632597276,20.868317197024258,2040-2069,rcp45,Contributing Zone
BNU-ESM,11.627117872966604,21.266533548856387,29.832635499078705,22.168353880727718,2040-2069,rcp45,Contributing Zone
CanESM2,11.821472960679161,21.673908929741728,29.829980576692673,21.82992789776696,2040-2069,rcp45,Contributing Zone
CCSM4,11.170393994078896,20.798523699625584,28.789240680494927,20.928662149883635,2040-2069,rcp45,Contributing Zone
CNRM-CM5,11.306587320034613,20.48739887060319,28.3047014938625,20.62946530479871,2040-2069,rcp45,Contributing Zone
CSIRO-Mk3-6-0,11.499829043061148,21.39862761584577,29.47236119183881,21.04098455263277,2040-2069,rcp45,Contributing Zone
GFDL-ESM2G,11.048985933902468,21.216081911635843,29.383457012143303,21.130285420095106,2040-2069,rcp45,Contributing Zone
GFDL-ESM2M,10.671653892650813,20.683337993770106,28.823773691407737,20.52296410168869,2040-2069,rcp45,Contributing Zone
HadGEM2-CC365,12.45539678850301,21.22264550227249,29.254681690099662,21.86932064861376,2040-2069,rcp45,Contributing Zone
HadGEM2-ES365,12.121611613403308,21.830906987484795,29.3574385162005,21.938360463988992,2040-2069,rcp45,Contributing Zone
inmcm4,10.61865826676746,20.25793276762988,27.53917082830436,19.952952839590367,2040-2069,rcp45,Contributing Zone
IPSL-CM5A-LR,11.581203842867446,21.62589416693643,29.96425004867781,21.744211608209262,2040-2069,rcp45,Contributing Zone
IPSL-CM5A-MR,12.380126957637781,21.67463681521268,30.234464859926856,21.86558801310525,2040-2069,rcp45,Contributing Zone
IPSL-CM5B-LR,10.85365318603096,20.240625099582473,28.524498977276497,20.81832685512078,2040-2069,rcp45,Contributing Zone
MIROC-ESM-CHEM,11.727156154128036,21.99949588362342,29.728942998435755,21.427946336758687,2040-2069,rcp45,Contributing Zone
MIROC-ESM,11.342714365139734,22.149299524943054,29.103884146227976,21.134816321496775,2040-2069,rcp45,Contributing Zone
MIROC5,12.088041631151494,21.779952118889284,29.222984244008455,21.494241831839314,2040-2069,rcp45,Contributing Zone
MRI-CGCM3,10.61490525816375,20.226083849177865,28.464659056569257,19.727586174959697,2040-2069,rcp45,Contributing Zone
NorESM1-M,11.628091171503876,21.39508854972597,29.54951367396079,21.414406871477695,2040-2069,rcp45,Contributing Zone
bcc-csm1-1-m,10.572026886038193,21.13253426619002,28.887421979344527,20.988882233915948,2070-2099,rcp45,Contributing Zone
bcc-csm1-1,10.70449188458324,20.901804949959992,29.237752324186797,21.249604338395613,2070-2099,rcp45,Contributing Zone
BNU-ESM,11.959914056384884,22.29995586543623,30.52761038558427,22.68499757623572,2070-2099,rcp45,Contributing Zone
CanESM2,12.25987156616374,22.119661191007424,30.133394961934513,22.572060706803907,2070-2099,rcp45,Contributing Zone
CCSM4,11.847482755589011,21.43516545470941,29.25280211876611,21.3748708876178,2070-2099,rcp45,Contributing Zone
CNRM-CM5,11.994198320996514,21.300335913286304,28.61390560817354,20.906312335308993,2070-2099,rcp45,Contributing Zone
CSIRO-Mk3-6-0,11.934822742741051,21.890815936559154,30.227472394281257,21.81482652116299,2070-2099,rcp45,Contributing Zone
GFDL-ESM2G,10.739215250890933,21.466497387639983,29.84974621914055,21.181695938352508,2070-2099,rcp45,Contributing Zone
GFDL-ESM2M,10.95415903729997,20.477424848738156,28.974460270930805,20.83519626381777,2070-2099,rcp45,Contributing Zone
HadGEM2-CC365,12.501585543526183,21.933395145793167,29.675295869219994,23.038085807031766,2070-2099,rcp45,Contributing Zone
HadGEM2-ES365,12.76088501536874,21.87419242094866,29.639508031180355,22.160338910159034,2070-2099,rcp45,Contributing Zone
inmcm4,11.058310519587012,20.578807161637688,27.759645870875374,20.375194685363805,2070-2099,rcp45,Contributing Zone
IPSL-CM5A-LR,12.254228268939318,21.96374946306153,30.44050076415526,22.145335237771146,2070-2099,rcp45,Contributing Zone
IPSL-CM5A-MR,13.070999965357862,22.420578620550835,30.548731770106816,22.14786652963581,2070-2099,rcp45,Contributing Zone
IPSL-CM5B-LR,11.771651553415843,20.777695784719633,28.841552550989697,21.183487495803643,2070-2099,rcp45,Contributing Zone
MIROC-ESM-CHEM,12.21375509051055,22.500601903908183,30.171510825024345,22.396308457048402,2070-2099,rcp45,Contributing Zone
MIROC-ESM,12.190656247031626,22.917800748155553,30.001167344385347,21.651545311022453,2070-2099,rcp45,Contributing Zone
MIROC5,12.008450689154317,22.433395916473916,29.730391195282646,21.87633233957066,2070-2099,rcp45,Contributing Zone
MRI-CGCM3,10.772884273063159,20.412081086807344,28.759660032276578,20.025564357320597,2070-2099,rcp45,Contributing Zone
NorESM1-M,12.315976265652335,21.84520014583751,29.413945739619916,21.459298277216146,2070-2099,rcp45,Contributing Zone
bcc-csm1-1-m,9.558143028379702,18.862504504742056,26.803662901441086,18.907826745541904,1971-2000,rcp85,Contributing Zone
bcc-csm1-1,9.200459820320889,18.949151246167613,26.847287180597146,19.050862514384978,1971-2000,rcp85,Contributing Zone
BNU-ESM,9.729962312296419,19.029957969910974,26.96412373704444,18.976370645179784,1971-2000,rcp85,Contributing Zone
CanESM2,9.537024016551081,18.969215250351674,26.831350059790136,18.9462280068704,1971-2000,rcp85,Contributing Zone
CCSM4,9.731794411243197,19.133144934333504,26.93977905445322,19.009732479946823,1971-2000,rcp85,Contributing Zone
CNRM-CM5,9.425678681879782,18.81200013800394,26.893241070896337,18.951859289623005,1971-2000,rcp85,Contributing Zone
CSIRO-Mk3-6-0,9.021256760803679,18.755857268208768,26.734239893807064,18.773580344155015,1971-2000,rcp85,Contributing Zone
GFDL-ESM2G,9.46482066218435,18.877094726669895,27.10785632911234,18.896976907439466,1971-2000,rcp85,Contributing Zone
GFDL-ESM2M,9.461881666760663,18.874482718580133,26.7165006828339,18.8011089090271,1971-2000,rcp85,Contributing Zone
HadGEM2-CC365,9.194834803859754,18.90595329002946,26.653144060462655,18.73840108984963,1971-2000,rcp85,Contributing Zone
HadGEM2-ES365,9.10926764339945,18.743379787077092,26.5574634115447,18.66718335066082,1971-2000,rcp85,Contributing Zone
inmcm4,9.477260438608562,18.92049071440222,26.932943359166906,18.889952686307275,1971-2000,rcp85,Contributing Zone
IPSL-CM5A-LR,9.680826699514876,19.175335399991408,27.10159692802476,19.115891872571424,1971-2000,rcp85,Contributing Zone
IPSL-CM5A-MR,9.505142614814183,19.013903839681507,26.916557143803992,18.932502391071473,1971-2000,rcp85,Contributing Zone
IPSL-CM5B-LR,9.443536957130652,19.092120188773148,26.993053485828156,18.769650668389826,1971-2000,rcp85,Contributing Zone
MIROC-ESM-CHEM,9.417653978635899,18.70131480683223,26.858417030213484,18.97822744978386,1971-2000,rcp85,Contributing Zone
MIROC-ESM,9.607786358017915,19.008216379257068,26.711027953083576,18.737857195919425,1971-2000,rcp85,Contributing Zone
MIROC5,9.558772710046448,19.00948343955833,26.895262364466884,19.145037053605805,1971-2000,rcp85,Contributing Zone
MRI-CGCM3,9.380099528517304,19.10328022821074,26.783397581297983,18.73665452650854,1971-2000,rcp85,Contributing Zone
NorESM1-M,9.350540144804278,18.71245415459486,26.7740785388181,18.738185104519108,1971-2000,rcp85,Contributing Zone
bcc-csm1-1-m,9.425581571591593,18.898296719099903,26.830731906185182,18.892868977321456,1950-2005,rcp85,Contributing Zone
bcc-csm1-1,9.446868911305263,18.905954788415677,26.82051749383847,18.874778187095213,1950-2005,rcp85,Contributing Zone
BNU-ESM,9.420700286070055,18.918042894257997,26.831814172608514,18.877318223649468,1950-2005,rcp85,Contributing Zone
CanESM2,9.434839726368542,18.90417590386719,26.835666699477034,18.88034211035562,1950-2005,rcp85,Contributing Zone
CCSM4,9.464241245615556,18.896296598204742,26.851695270039244,18.82269195671281,1950-2005,rcp85,Contributing Zone
CNRM-CM5,9.45688534518809,18.909215639105334,26.832451722944114,18.84840794345076,1950-2005,rcp85,Contributing Zone
CSIRO-Mk3-6-0,9.438654246098622,18.912151230609417,26.83434556868566,18.861617981936348,1950-2005,rcp85,Contributing Zone
GFDL-ESM2G,9.500150981390126,18.904113953930935,26.838791062277984,18.795656043076104,1950-2005,rcp85,Contributing Zone
GFDL-ESM2M,9.475133868364228,18.897596314756335,26.848172216907265,18.81970509326191,1950-2005,rcp85,Contributing Zone
HadGEM2-CC365,9.397360979081686,18.935584076605004,26.828838879607662,18.894019846431764,1950-2005,rcp85,Contributing Zone
HadGEM2-ES365,9.42749707993991,18.925180110787824,26.81767683859028,18.882136034663187,1950-2005,rcp85,Contributing Zone
inmcm4,9.508985262755107,18.900673929242505,26.81878746070614,18.820037212146552,1950-2005,rcp85,Contributing Zone
IPSL-CM5A-LR,9.441457977551556,18.904854831514193,26.83239226940449,18.866168720058635,1950-2005,rcp85,Contributing Zone
IPSL-CM5A-MR,9.41615973030859,18.90542155960764,26.835580575134237,18.872166990629694,1950-2005,rcp85,Contributing Zone
IPSL-CM5B-LR,9.456430077709612,18.906839914528838,26.825379235819486,18.857069942486074,1950-2005,rcp85,Contributing Zone
MIROC-ESM-CHEM,9.476762145676156,18.9101289932532,26.832940123667154,18.829268786880895,1950-2005,rcp85,Contributing Zone
MIROC-ESM,9.462864300650454,18.905326583130126,26.833134743397057,18.827754020356632,1950-2005,rcp85,Contributing Zone
MIROC5,9.442127456325197,18.901486989230836,26.827756339766104,18.888659000469165,1950-2005,rcp85,Contributing Zone
MRI-CGCM3,9.463674173897394,18.9159251297007,26.824397815811416,18.83604477253474,1950-2005,rcp85,Contributing Zone
NorESM1-M,9.408790668295206,18.898173863351282,26.854702373567513,18.868146366201106,1950-2005,rcp85,Contributing Zone
bcc-csm1-1-m,10.491839962526162,20.14693169983375,28.02107445965835,19.997820914820995,2010-2039,rcp85,Contributing Zone
bcc-csm1-1,10.630138268001307,19.876944488561275,27.826311182623293,20.32571527963027,2010-2039,rcp85,Contributing Zone
BNU-ESM,10.393945774017775,20.591630405739707,28.828331859242034,21.03076558246563,2010-2039,rcp85,Contributing Zone
CanESM2,10.741944118229034,20.610356197606844,28.7884984512114,20.78247362451319,2010-2039,rcp85,Contributing Zone
CCSM4,11.188128198024684,20.06850325479685,28.189403365475638,20.19192071231696,2010-2039,rcp85,Contributing Zone
CNRM-CM5,10.444870733146127,19.481914795863997,27.723712401306866,19.40398862556507,2010-2039,rcp85,Contributing Zone
CSIRO-Mk3-6-0,10.559290530088818,20.665738920271238,28.548740642265596,20.42856493097465,2010-2039,rcp85,Contributing Zone
GFDL-ESM2G,11.035485823114323,20.49986655295055,28.578522729848896,20.499150425299014,2010-2039,rcp85,Contributing Zone
GFDL-ESM2M,10.53933796205968,19.560305457109983,27.82988225815199,19.901344859331964,2010-2039,rcp85,Contributing Zone
HadGEM2-CC365,11.458275731866642,20.766971060264336,28.796692759515473,21.35337655190361,2010-2039,rcp85,Contributing Zone
HadGEM2-ES365,11.244697992192162,20.28193503773298,29.00740315198244,21.296791788228727,2010-2039,rcp85,Contributing Zone
inmcm4,10.335262918077104,19.770328782099806,27.31380333250811,19.480642528917727,2010-2039,rcp85,Contributing Zone
IPSL-CM5A-LR,10.80752229914716,20.181141405537723,28.693141145139148,20.41577821075641,2010-2039,rcp85,Contributing Zone
IPSL-CM5A-MR,11.22165728200758,20.369661340437755,29.09087238935204,20.96752708930523,2010-2039,rcp85,Contributing Zone
IPSL-CM5B-LR,10.556000155400563,19.88819477752283,27.94744663935388,19.88395236684282,2010-2039,rcp85,Contributing Zone
MIROC-ESM-CHEM,11.020980173057824,20.411867445630598,28.09399439083991,20.482466333115344,2010-2039,rcp85,Contributing Zone
MIROC-ESM,10.44440331063387,20.34213663017406,27.843697427080045,19.985078881753715,2010-2039,rcp85,Contributing Zone
MIROC5,10.657116954655045,20.661682222648416,28.534361769875268,20.249828769457704,2010-2039,rcp85,Contributing Zone
MRI-CGCM3,9.851132856596132,19.48881238772742,28.0375833544877,19.084142317531963,2010-2039,rcp85,Contributing Zone
NorESM1-M,11.059635075926492,20.566747796784068,28.590460413783912,20.59488302841275,2010-2039,rcp85,Contributing Zone
bcc-csm1-1-m,12.016622706024096,21.345146424524295,29.296273180094616,21.37655022418433,2040-2069,rcp85,Contributing Zone
bcc-csm1-1,11.6012114669011,21.992773910293295,29.72990429890259,21.411403311953617,2040-2069,rcp85,Contributing Zone
BNU-ESM,12.357487808247887,22.32873068662998,30.57350070713401,23.294450870165935,2040-2069,rcp85,Contributing Zone
CanESM2,12.314723998212866,22.171026327412612,30.717210551635105,22.761479987079557,2040-2069,rcp85,Contributing Zone
CCSM4,11.933436427551982,21.61030527827294,29.5876931201801,21.810989767368763,2040-2069,rcp85,Contributing Zone
CNRM-CM5,12.20650804023228,21.302035576793678,28.917828310433702,21.409549901964574,2040-2069,rcp85,Contributing Zone
CSIRO-Mk3-6-0,12.018117565233279,21.54399821460914,30.177432616611878,21.383893360107933,2040-2069,rcp85,Contributing Zone
GFDL-ESM2G,11.522546601506324,22.069563978245842,30.01433925971132,21.87973570957643,2040-2069,rcp85,Contributing Zone
GFDL-ESM2M,11.291274194060172,20.941878044174725,29.36125745955857,21.322153299033136,2040-2069,rcp85,Contributing Zone
HadGEM2-CC365,13.038624456882376,22.102250502050797,29.812874558453753,22.48592980618929,2040-2069,rcp85,Contributing Zone
HadGEM2-ES365,12.722139921159531,22.47983960359041,30.655080257319355,22.68842502337143,2040-2069,rcp85,Contributing Zone
inmcm4,11.127921261586692,21.035683330055814,28.36750826884063,21.023579430991912,2040-2069,rcp85,Contributing Zone
IPSL-CM5A-LR,12.163766572050287,22.294995306148643,30.657752663248743,22.102826187329587,2040-2069,rcp85,Contributing Zone
IPSL-CM5A-MR,12.840350389069027,22.863676047411612,30.82501647097516,22.767691526215398,2040-2069,rcp85,Contributing Zone
IPSL-CM5B-LR,11.826747050438305,21.210778076838025,29.295607046826554,21.443721345612115,2040-2069,rcp85,Contributing Zone
MIROC-ESM-CHEM,12.488794933520001,22.783204929173916,30.247579072166218,22.062905134541648,2040-2069,rcp85,Contributing Zone
MIROC-ESM,12.122253237719745,21.952536971024415,29.523448436859677,22.05405732540495,2040-2069,rcp85,Contributing Zone
MIROC5,12.300077773392404,22.47204409028073,29.93341518202469,21.967503078723745,2040-2069,rcp85,Contributing Zone
MRI-CGCM3,11.725079255884213,20.84718118013403,29.24994802969001,20.697138192840175,2040-2069,rcp85,Contributing Zone
NorESM1-M,12.408650100607646,21.961597558833116,30.118392273484126,21.97736174324358,2040-2069,rcp85,Contributing Zone
bcc-csm1-1-m,12.86406292664764,22.453921016368003,31.078246225588465,22.580379473689806,2070-2099,rcp85,Contributing Zone
bcc-csm1-1,12.74713131730628,23.37627350609691,31.667726489741252,23.004644690805428,2070-2099,rcp85,Contributing Zone
BNU-ESM,13.939167514442428,24.243885419240303,32.12596480740497,25.245189464144186,2070-2099,rcp85,Contributing Zone
CanESM2,14.136795297709256,24.168223898705506,32.62096301098671,24.440711671961743,2070-2099,rcp85,Contributing Zone
CCSM4,13.74833279134407,23.1774197764759,30.785572897917216,23.078857329017485,2070-2099,rcp85,Contributing Zone
CNRM-CM5,14.022141725053759,22.793178774359852,30.515410333849438,23.05706618304207,2070-2099,rcp85,Contributing Zone
CSIRO-Mk3-6-0,14.23541603892612,24.330198074460842,32.34115748716085,23.86322564387543,2070-2099,rcp85,Contributing Zone
GFDL-ESM2G,12.138521569645262,23.31914201034133,31.73418169426527,23.400802879864283,2070-2099,rcp85,Contributing Zone
GFDL-ESM2M,12.53146027281338,22.843543242471295,31.319189762555297,23.122033500726722,2070-2099,rcp85,Contributing Zone
HadGEM2-CC365,15.089022380010986,23.891996689417304,32.17947408807107,24.911523982505045,2070-2099,rcp85,Contributing Zone
HadGEM2-ES365,14.650474770086484,23.852204919123306,32.05718727611625,24.495576355205774,2070-2099,rcp85,Contributing Zone
inmcm4,13.10090979450515,23.122544171699385,29.941014103789946,22.6343339774748,2070-2099,rcp85,Contributing Zone
IPSL-CM5A-LR,15.214232458287153,25.025877059333187,33.4332190403183,24.897198710596278,2070-2099,rcp85,Contributing Zone
IPSL-CM5A-MR,15.747982425954037,25.188146789880424,33.5533803276959,25.478851774788478,2070-2099,rcp85,Contributing Zone
IPSL-CM5B-LR,13.163364628230745,22.62448925555435,30.779410508530745,22.675998176196305,2070-2099,rcp85,Contributing Zone
MIROC-ESM-CHEM,14.789913722163808,25.460274669424454,32.87043882365224,24.576176723514287,2070-2099,rcp85,Contributing Zone
MIROC-ESM,13.9355361916007,24.973990670358074,32.590782380283066,24.045422528740378,2070-2099,rcp85,Contributing Zone
MIROC5,14.021127786371014,24.723390879434433,31.89461825109684,24.10875789996431,2070-2099,rcp85,Contributing Zone
MRI-CGCM3,12.94992699488047,22.241369611598895,31.284794417045422,22.072935441346747,2070-2099,rcp85,Contributing Zone
NorESM1-M,14.51477378756494,23.837039160386293,31.1091240191775,24.097109004882462,2070-2099,rcp85,Contributing Zone
