,Percent_winter,Percent_spring,Percent_summer,Percent_fall,period,rcp,zone
CCSM4,102.44181967717265,99.12523329115344,90.1997854400099,92.60978145406935,2040-2069,rcp85,Contributing Zone
CNRM-CM5,94.64217434203941,93.54197361262067,101.8478177148212,101.39555884824813,2040-2069,rcp85,Contributing Zone
CSIRO-Mk3-6-0,85.61958649493468,115.57655363819865,108.31875405515324,91.75905096523361,2040-2069,rcp85,Contributing Zone
GFDL-ESM2G,93.83134117204652,95.76048912407737,93.70960258156573,91.01790704457119,2040-2069,rcp85,Contributing Zone
GFDL-ESM2M,106.53665593354933,106.38840517377852,100.7671227847569,82.90251190624261,2040-2069,rcp85,Contributing Zone
HadGEM2-CC365,95.95590852684101,108.54815513067366,94.881079717604,129.8213002987545,2040-2069,rcp85,Contributing Zone
HadGEM2-ES365,84.72527099130404,103.72334824764941,59.874955546108524,112.59295612637592,2040-2069,rcp85,Contributing Zone
inmcm4,85.4544206407036,97.83834795076953,112.72594967593315,83.09293899646184,2040-2069,rcp85,Contributing Zone
IPSL-CM5A-LR,71.60339939523578,94.55635138882131,90.5674642157609,112.67692716658686,2040-2069,rcp85,Contributing Zone
IPSL-CM5A-MR,74.34033436497785,70.4950668119929,84.63642718581987,81.53513987880031,2040-2069,rcp85,Contributing Zone
IPSL-CM5B-LR,96.14019121161635,108.039790407916,111.37374019024537,131.15041062077904,2040-2069,rcp85,Contributing Zone
MIROC-ESM-CHEM,99.19286894627137,102.31791208717547,93.53098607085745,96.08627266732024,2040-2069,rcp85,Contributing Zone
MIROC-ESM,116.41887948483078,98.75995773707896,103.8924889157801,101.16654033398387,2040-2069,rcp85,Contributing Zone
MIROC5,100.06246073274541,98.5617628732133,116.35753897773718,96.57284966392012,2040-2069,rcp85,Contributing Zone
MRI-CGCM3,74.89339613712818,102.76491032436516,113.4222971109258,113.98182270966872,2040-2069,rcp85,Contributing Zone
NorESM1-M,81.3019188312205,102.77387842278497,105.4147447398676,94.07542952337512,2040-2069,rcp85,Contributing Zone
bcc-csm1-1-m,111.87312446791668,85.729608313117,68.97530487658933,101.19618873389211,2070-2099,rcp45,Recharge Zone
bcc-csm1-1,111.79087169110585,98.71180491563823,74.15701289349352,92.57557481092883,2070-2099,rcp45,Recharge Zone
BNU-ESM,101.03144421092709,84.77087805541605,83.25391126911768,85.51169891592643,2070-2099,rcp45,Recharge Zone
CanESM2,92.25056427440582,104.90881515647649,119.1684993634132,95.3545098711876,2070-2099,rcp45,Recharge Zone
CCSM4,104.1330958453459,101.4457446962567,87.62892182414019,103.01091573476795,2070-2099,rcp45,Recharge Zone
CNRM-CM5,87.18603636589847,106.05363153497247,116.08577209364744,104.9461502473738,2070-2099,rcp45,Recharge Zone
CSIRO-Mk3-6-0,96.8167884356326,108.36737017145477,129.2861750157446,94.54763147259476,2070-2099,rcp45,Recharge Zone
GFDL-ESM2G,99.87252582577854,99.17439464456893,75.43311480699303,93.40360793301966,2070-2099,rcp45,Recharge Zone
GFDL-ESM2M,93.34489545031226,91.17353489119331,113.98953097687235,109.73168660473121,2070-2099,rcp45,Recharge Zone
HadGEM2-CC365,95.69509877743252,106.68364786764239,85.24172423073473,88.49360117645651,2070-2099,rcp45,Recharge Zone
HadGEM2-ES365,79.45849791720777,116.68506920873787,86.83432789451466,139.69195409929424,2070-2099,rcp45,Recharge Zone
inmcm4,90.53777529345545,102.49815713955608,134.58752316286476,104.2525880840131,2070-2099,rcp45,Recharge Zone
IPSL-CM5A-LR,70.84463724699408,85.54339967950078,95.95729429218154,93.10642410097974,2070-2099,rcp45,Recharge Zone
IPSL-CM5A-MR,66.41405500997661,68.35308387101875,96.55669776082208,81.18799866485061,2070-2099,rcp45,Recharge Zone
IPSL-CM5B-LR,111.06372878479367,116.88371869113818,123.27367882836518,111.26047803867363,2070-2099,rcp45,Recharge Zone
MIROC-ESM-CHEM,124.433642475326,92.62412908695984,98.22742988121055,96.70354461062762,2070-2099,rcp45,Recharge Zone
MIROC-ESM,87.48742274447893,96.04858359740763,121.88086485529819,102.95133397546105,2070-2099,rcp45,Recharge Zone
MIROC5,106.40234190562067,108.89003392533938,148.93627504403747,97.61808761538848,2070-2099,rcp45,Recharge Zone
MRI-CGCM3,86.15069114009911,105.27196032679409,106.95618725340042,139.2643969947,2070-2099,rcp45,Recharge Zone
NorESM1-M,84.74688391768537,87.94124032711575,120.72922189234481,100.2193683480642,2070-2099,rcp45,Recharge Zone
bcc-csm1-1-m,111.449395177734,85.90620284076245,68.37219757852758,101.4195571809176,2070-2099,rcp45,Contributing Zone
bcc-csm1-1,110.45255393256654,98.16711569887016,73.74651143998882,90.69928679869938,2070-2099,rcp45,Contributing Zone
BNU-ESM,100.37058463300134,87.32379969845717,85.69580536764768,85.91023519253021,2070-2099,rcp45,Contributing Zone
CanESM2,93.31642597700373,103.50872415369048,116.24329002256802,93.54189300100153,2070-2099,rcp45,Contributing Zone
CCSM4,102.11960312804908,100.94221716415915,86.49910535889518,99.61814656924159,2070-2099,rcp45,Contributing Zone
CNRM-CM5,86.42714121725355,105.93121454590411,112.6604632750517,104.92648903821143,2070-2099,rcp45,Contributing Zone
CSIRO-Mk3-6-0,95.98820409887054,113.28004923928394,125.10143460027408,97.33219312519805,2070-2099,rcp45,Contributing Zone
GFDL-ESM2G,99.70510179371682,98.54575627612427,76.75610246040995,92.10221395125873,2070-2099,rcp45,Contributing Zone
GFDL-ESM2M,95.65970147411818,91.27316556906851,118.60069931998379,107.25020369108462,2070-2099,rcp45,Contributing Zone
HadGEM2-CC365,95.80573252042312,105.38802476602795,86.05337550607447,88.25065751822542,2070-2099,rcp45,Contributing Zone
HadGEM2-ES365,77.91068475269459,117.81807446290036,88.8852707601967,136.42201258225236,2070-2099,rcp45,Contributing Zone
inmcm4,92.08127343158095,104.30026775078048,130.0518729422696,102.9771758599832,2070-2099,rcp45,Contributing Zone
IPSL-CM5A-LR,70.61691252738588,84.93032822923861,94.86700747139054,92.23052109195223,2070-2099,rcp45,Contributing Zone
IPSL-CM5A-MR,67.45367544617396,69.6030676550686,97.23784413642134,81.72256790427089,2070-2099,rcp45,Contributing Zone
IPSL-CM5B-LR,111.56162392280599,118.3911531845709,122.04745703709756,113.49097520959855,2070-2099,rcp45,Contributing Zone
MIROC-ESM-CHEM,123.97862422720027,93.55919593155784,96.70295628662389,97.42545579993936,2070-2099,rcp45,Contributing Zone
MIROC-ESM,89.7756721837849,96.61977816910759,124.00111121806509,101.60988678863359,2070-2099,rcp45,Contributing Zone
MIROC5,106.27424342502228,110.53773427334572,147.36812226100415,95.23825492754756,2070-2099,rcp45,Contributing Zone
MRI-CGCM3,84.35384186000383,104.37141059517481,105.46248472676913,142.0148740241093,2070-2099,rcp45,Contributing Zone
NorESM1-M,83.58087281175644,89.29119241840034,118.03122970328998,99.23365584461638,2070-2099,rcp45,Contributing Zone
bcc-csm1-1-m,103.59336026096632,91.96660958182923,71.80087070702255,117.57239302018587,2070-2099,rcp85,Recharge Zone
bcc-csm1-1,94.45346629567238,71.01002463789233,63.45015621850466,161.0139205541249,2070-2099,rcp85,Recharge Zone
BNU-ESM,103.21083517306491,81.37431627385699,103.49070778199648,74.77499130662078,2070-2099,rcp85,Recharge Zone
CanESM2,84.16635101733547,86.72074821028588,94.98716957197246,139.1807368784534,2070-2099,rcp85,Recharge Zone
CCSM4,78.24958872391922,97.51255392305114,94.77384636844451,110.70882666790199,2070-2099,rcp85,Recharge Zone
CNRM-CM5,91.91492729219458,92.12998628484405,116.70000397084306,96.2286597482401,2070-2099,rcp85,Recharge Zone
CSIRO-Mk3-6-0,71.06949463305399,95.06771901139336,119.35203591236001,99.94701249151045,2070-2099,rcp85,Recharge Zone
GFDL-ESM2G,103.56949322593181,86.1064518294425,76.1971936965551,105.2005579971061,2070-2099,rcp85,Recharge Zone
GFDL-ESM2M,74.73248052246424,87.3060138722819,91.70899353148762,79.9511521615782,2070-2099,rcp85,Recharge Zone
HadGEM2-CC365,97.25542365072025,95.84672357152697,71.56859558651556,120.37121311101498,2070-2099,rcp85,Recharge Zone
HadGEM2-ES365,90.43257290851862,118.62669011240486,71.12275789185331,125.94292063695003,2070-2099,rcp85,Recharge Zone
inmcm4,65.5393692287939,78.07775136003852,143.18044697656532,81.84621142411257,2070-2099,rcp85,Recharge Zone
IPSL-CM5A-LR,53.8666644070008,65.6692638807993,75.05347662304884,92.4018931699872,2070-2099,rcp85,Recharge Zone
IPSL-CM5A-MR,40.99973557392983,60.514746128328,80.52059357280606,81.25151844729724,2070-2099,rcp85,Recharge Zone
IPSL-CM5B-LR,83.27136386731257,94.08325683139634,104.67131185494473,135.91582118029706,2070-2099,rcp85,Recharge Zone
MIROC-ESM-CHEM,86.05382041093625,83.63838175527084,98.05784234153968,95.72571902026104,2070-2099,rcp85,Recharge Zone
MIROC-ESM,129.61573616525263,77.87221175939685,90.49982039975141,104.20744725508007,2070-2099,rcp85,Recharge Zone
MIROC5,91.15836336810783,89.63620080445308,112.84830897807186,80.38492750212404,2070-2099,rcp85,Recharge Zone
MRI-CGCM3,69.91471332882699,96.35930727240584,82.49338549525838,117.16626057120263,2070-2099,rcp85,Recharge Zone
NorESM1-M,73.13965804258385,91.72720265493324,107.96309324070117,80.10196194270792,2070-2099,rcp85,Recharge Zone
bcc-csm1-1-m,103.64354699686633,90.8936437814114,70.41467518205434,118.2157141213109,2070-2099,rcp85,Contributing Zone
bcc-csm1-1,93.80525189586102,70.2424567459201,62.8038135940005,161.57387488839566,2070-2099,rcp85,Contributing Zone
BNU-ESM,104.7361570797275,82.77470331843033,109.2432467112155,76.68261893597156,2070-2099,rcp85,Contributing Zone
CanESM2,85.67491974967606,86.59509420336776,96.26107147931428,138.5015899909436,2070-2099,rcp85,Contributing Zone
CCSM4,76.41587468499837,96.6591888419876,92.88694412726326,109.49584176869729,2070-2099,rcp85,Contributing Zone
CNRM-CM5,90.16751245410208,94.57151288213306,111.27845187532839,94.18452809034177,2070-2099,rcp85,Contributing Zone
CSIRO-Mk3-6-0,70.58748833139865,99.67850082661535,118.32107521984933,97.73872156519484,2070-2099,rcp85,Contributing Zone
